LEI,ISIN,Emisor / Issuer,Tenedor de la Posición / Position holder,Fecha posición / Position date,Posición corta (%) / Net short position (%)
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2019-02-13 ,0.54
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2019-02-08 ,0.58
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2018-10-29 ,0.52
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2018-10-25 ,0.66
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2018-10-22 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2017-09-01 ,0.58
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2017-06-27 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2017-05-02 ,0.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2016-09-19 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Citadel Advisors II LLC, 2015-12-11 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Millennium International Management LP, 2019-03-01 ,0.49
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Millennium International Management LP, 2019-02-18 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2019-01-14 ,0.49
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2018-12-18 ,0.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2018-11-27 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2018-11-15 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2018-10-26 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-10-09 ,0.55
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-10-07 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-09-18 ,0.58
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-09-17 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-09-16 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-09-10 ,0.65
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-08-04 ,0.78
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-07-07 ,0.87
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-07-01 ,0.96
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-06-23 ,1.09
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-06-19 ,1.14
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-06-12 ,1.27
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-05-11 ,1.37
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-04-09 ,1.42
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-04-01 ,1.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-03-19 ,1.49
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-03-17 ,1.56
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-02-12 ,1.62
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-28 ,1.52
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-23 ,1.41
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-22 ,1.34
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-14 ,1.2
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-12 ,1.12
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2015-01-08 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-12-23 ,0.99
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-12-22 ,1.05
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-12-19 ,1.11
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-12-17 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-12-12 ,0.92
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-10-16 ,0.8
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-10-15 ,0.75
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-09-16 ,0.62
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","AQR Capital Management, LLC", 2014-08-08 ,0.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","Maverick Capital, Ltd.", 2018-12-03 ,0.47
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","Maverick Capital, Ltd.", 2018-09-11 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-10-02 ,0.47
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-10-01 ,0.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-09-26 ,0.89
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-09-11 ,0.99
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-08-30 ,1.08
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-07-24 ,1.18
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-07-16 ,1.28
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-06-07 ,1.3
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-05-31 ,1.21
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-05-23 ,1.11
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-05-21 ,1.09
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-05-11 ,1.18
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-04-20 ,1.21
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-04-03 ,1.11
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-28 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-26 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-23 ,0.84
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-13 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-08 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",AHL PARTNERS LLP, 2018-03-05 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-08-13 ,0.46
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-08-09 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-08-06 ,0.66
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-07-20 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-07-05 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-07-04 ,0.52
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-06-08 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-06-07 ,0.76
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-06-01 ,0.91
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-05-30 ,0.84
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-05-25 ,0.73
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-05-18 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-05-10 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-05-07 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-04-27 ,0.79
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-04-24 ,0.87
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-04-12 ,0.99
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-04-11 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-04-04 ,0.94
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-03-29 ,0.81
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-03-27 ,0.71
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2018-03-22 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2017-10-10 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2017-02-27 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2017-01-03 ,0.56
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2017-01-02 ,0.68
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-12-29 ,0.71
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-12-21 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-12-13 ,0.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-12-12 ,0.62
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-12-08 ,0.52
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2016-08-09 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-08-06 ,0.58
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-07-31 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-07-27 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-28 ,0.57
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-26 ,0.68
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-25 ,0.72
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-22 ,0.8
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-21 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-20 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-19 ,1.14
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-18 ,1.31
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-15 ,1.46
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-13 ,1.62
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-06 ,1.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-05-04 ,1.47
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-28 ,1.55
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-23 ,1.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-21 ,1.53
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-17 ,1.41
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-10 ,1.31
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-08 ,1.2
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-04-01 ,1.14
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-30 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-27 ,0.95
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-26 ,0.83
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-25 ,0.73
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-20 ,0.58
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-18 ,0.68
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-17 ,0.74
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-16 ,0.86
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-13 ,0.99
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-10 ,1.2
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-06 ,1.15
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-05 ,1.07
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-04 ,0.86
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-03-03 ,0.72
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-02-27 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-02-25 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","WorldQuant, LLC", 2015-01-05 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-07-26 ,0.48
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-07-24 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-05-08 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-07-24 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-07-24 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Macquarie Funds Management Hong Kong Limited, 2018-05-08 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-06-22 ,0.48
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-06-14 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-06-08 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-05-17 ,0.72
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-05-11 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2018-04-16 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-12-18 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-09-12 ,0.79
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-08-10 ,0.89
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-06-15 ,0.98
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-06-02 ,1.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-05-12 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-04-07 ,0.8
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2017-03-13 ,0.79
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-12-20 ,0.88
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-12-19 ,0.92
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-11-10 ,1.08
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-11-02 ,1.19
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-08-11 ,1.2
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-07-25 ,1.1
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-07-20 ,1.03
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-07-13 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-07-11 ,0.82
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-07-06 ,0.72
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-06-22 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-05-31 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-04-13 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-03-24 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-03-16 ,0.68
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-03-11 ,0.76
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-03-07 ,0.88
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-02-09 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-02-08 ,0.88
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-01-25 ,0.9
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-01-20 ,0.82
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-01-15 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2016-01-08 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-12-28 ,0.57
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-12-21 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-12-16 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-12-14 ,0.63
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-12-09 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-10-12 ,0.55
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-08-07 ,0.69
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-07-29 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-06-23 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-05-12 ,0.57
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-05-05 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-04-30 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-04-28 ,0.6
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-04-08 ,0.57
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-03-09 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Oxford Asset Management, 2015-03-03 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-11-24 ,0.49
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-11-17 ,0.59
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-10-30 ,0.61
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-10-19 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-07-25 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.","BlackRock Institutional Trust Company, National Association", 2017-06-06 ,0.5
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-10-17 ,0.0
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-06-14 ,0.5
95980020140005395317,es0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-06-08 ,0.48
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-05-31 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-05-12 ,0.48
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-04-27 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-04-07 ,0.48
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-04-06 ,0.51
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-03-22 ,0.68
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2017-03-10 ,0.76
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2016-12-06 ,0.83
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2016-11-30 ,0.7
95980020140005395317,ES0142090317,"OBRASCON HUARTE LAIN, S.A.",Whitebox Advisors LLC, 2016-11-29 ,0.64
